,Time,Date,Strefa1,Strefa2,Strefa3,Strefa4,Strefa5,Strefa6,Strefa7,Strefa8,Strefa9,Strefa10,Date_time
284,21:58:40,18/06/2018,253,246,0,0,0,0,0,0,0,0,2018-06-18 21:58:40
285,22:00:40,18/06/2018,253,245,0,0,0,0,0,0,0,0,2018-06-18 22:00:40
286,22:02:40,18/06/2018,253,245,0,0,0,0,0,0,0,0,2018-06-18 22:02:40
287,22:04:40,18/06/2018,253,245,0,0,0,0,0,0,0,0,2018-06-18 22:04:40
288,22:06:40,18/06/2018,253,245,0,0,0,0,0,0,0,0,2018-06-18 22:06:40
289,22:08:40,18/06/2018,253,245,0,0,0,0,0,0,0,0,2018-06-18 22:08:40
290,22:10:41,18/06/2018,253,245,0,0,0,0,0,0,0,0,2018-06-18 22:10:41
291,22:12:40,18/06/2018,253,245,0,0,0,0,0,0,0,0,2018-06-18 22:12:40
292,22:14:40,18/06/2018,253,245,0,0,0,0,0,0,0,0,2018-06-18 22:14:40
293,22:16:40,18/06/2018,253,245,0,0,0,0,0,0,0,0,2018-06-18 22:16:40
294,22:18:41,18/06/2018,253,245,0,0,0,0,0,0,0,0,2018-06-18 22:18:41
295,22:20:41,18/06/2018,253,245,0,0,0,0,0,0,0,0,2018-06-18 22:20:41
296,22:22:41,18/06/2018,253,245,0,0,0,0,0,0,0,0,2018-06-18 22:22:41
297,22:24:40,18/06/2018,253,245,0,0,0,0,0,0,0,0,2018-06-18 22:24:40
298,22:26:40,18/06/2018,253,245,0,0,0,0,0,0,0,0,2018-06-18 22:26:40
299,22:28:41,18/06/2018,253,245,0,0,0,0,0,0,0,0,2018-06-18 22:28:41
300,22:30:41,18/06/2018,253,245,0,0,0,0,0,0,0,0,2018-06-18 22:30:41
301,22:32:40,18/06/2018,253,245,0,0,0,0,0,0,0,0,2018-06-18 22:32:40
302,22:34:41,18/06/2018,253,245,0,0,0,0,0,0,0,0,2018-06-18 22:34:41
303,22:36:41,18/06/2018,253,245,0,0,0,0,0,0,0,0,2018-06-18 22:36:41
304,22:38:41,18/06/2018,253,245,0,0,0,0,0,0,0,0,2018-06-18 22:38:41
305,22:40:41,18/06/2018,253,245,0,0,0,0,0,0,0,0,2018-06-18 22:40:41
306,22:42:40,18/06/2018,253,245,0,0,0,0,0,0,0,0,2018-06-18 22:42:40
307,22:44:41,18/06/2018,253,245,0,0,0,0,0,0,0,0,2018-06-18 22:44:41
308,22:46:41,18/06/2018,253,245,0,0,0,0,0,0,0,0,2018-06-18 22:46:41
309,22:48:41,18/06/2018,253,245,0,0,0,0,0,0,0,0,2018-06-18 22:48:41
310,22:50:41,18/06/2018,253,245,0,0,0,0,0,0,0,0,2018-06-18 22:50:41
311,22:52:41,18/06/2018,253,245,0,0,0,0,0,0,0,0,2018-06-18 22:52:41
312,22:54:41,18/06/2018,253,245,0,0,0,0,0,0,0,0,2018-06-18 22:54:41
313,22:56:41,18/06/2018,253,245,0,0,0,0,0,0,0,0,2018-06-18 22:56:41
314,22:58:41,18/06/2018,252,245,0,0,0,0,0,0,0,0,2018-06-18 22:58:41
315,23:00:41,18/06/2018,252,245,0,0,0,0,0,0,0,0,2018-06-18 23:00:41
316,23:02:41,18/06/2018,252,245,0,0,0,0,0,0,0,0,2018-06-18 23:02:41
317,23:04:41,18/06/2018,252,245,0,0,0,0,0,0,0,0,2018-06-18 23:04:41
318,23:06:41,18/06/2018,252,245,0,0,0,0,0,0,0,0,2018-06-18 23:06:41
319,23:08:41,18/06/2018,252,245,0,0,0,0,0,0,0,0,2018-06-18 23:08:41
320,23:10:41,18/06/2018,252,245,0,0,0,0,0,0,0,0,2018-06-18 23:10:41
321,23:12:41,18/06/2018,252,245,0,0,0,0,0,0,0,0,2018-06-18 23:12:41
322,23:14:41,18/06/2018,252,244,0,0,0,0,0,0,0,0,2018-06-18 23:14:41
323,23:16:41,18/06/2018,252,245,0,0,0,0,0,0,0,0,2018-06-18 23:16:41
324,23:18:41,18/06/2018,252,244,0,0,0,0,0,0,0,0,2018-06-18 23:18:41
325,23:20:41,18/06/2018,252,244,0,0,0,0,0,0,0,0,2018-06-18 23:20:41
326,23:22:41,18/06/2018,252,244,0,0,0,0,0,0,0,0,2018-06-18 23:22:41
327,23:24:41,18/06/2018,252,244,0,0,0,0,0,0,0,0,2018-06-18 23:24:41
328,23:26:41,18/06/2018,252,244,0,0,0,0,0,0,0,0,2018-06-18 23:26:41
329,23:28:41,18/06/2018,252,244,0,0,0,0,0,0,0,0,2018-06-18 23:28:41
330,23:30:41,18/06/2018,252,244,0,0,0,0,0,0,0,0,2018-06-18 23:30:41
331,23:32:41,18/06/2018,252,244,0,0,0,0,0,0,0,0,2018-06-18 23:32:41
332,23:34:41,18/06/2018,252,244,0,0,0,0,0,0,0,0,2018-06-18 23:34:41
333,23:36:41,18/06/2018,252,244,0,0,0,0,0,0,0,0,2018-06-18 23:36:41
334,23:38:41,18/06/2018,252,244,0,0,0,0,0,0,0,0,2018-06-18 23:38:41
335,23:40:41,18/06/2018,252,244,0,0,0,0,0,0,0,0,2018-06-18 23:40:41
336,23:42:41,18/06/2018,252,244,0,0,0,0,0,0,0,0,2018-06-18 23:42:41
337,23:44:41,18/06/2018,252,244,0,0,0,0,0,0,0,0,2018-06-18 23:44:41
338,23:46:41,18/06/2018,252,244,0,0,0,0,0,0,0,0,2018-06-18 23:46:41
339,23:48:41,18/06/2018,252,244,0,0,0,0,0,0,0,0,2018-06-18 23:48:41
340,23:50:41,18/06/2018,252,244,0,0,0,0,0,0,0,0,2018-06-18 23:50:41
341,23:52:41,18/06/2018,252,244,0,0,0,0,0,0,0,0,2018-06-18 23:52:41
342,23:54:41,18/06/2018,252,244,0,0,0,0,0,0,0,0,2018-06-18 23:54:41
343,23:56:41,18/06/2018,252,244,0,0,0,0,0,0,0,0,2018-06-18 23:56:41
344,23:58:41,18/06/2018,252,244,0,0,0,0,0,0,0,0,2018-06-18 23:58:41
