,Unnamed: 0,Unnamed: 1,Strefa1,Strefa2,Strefa3,Strefa4,Strefa5,Strefa6,Strefa7,Strefa8,Strefa9,Strefa10,Unnamed: 12
25,13:20:37,18/06/2018,256,248,0,0,0,0,0,0,0,0,
26,13:22:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
27,13:24:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
28,13:26:37,18/06/2018,256,248,0,0,0,0,0,0,0,0,
29,13:28:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
30,13:30:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
31,13:32:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
32,13:34:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
33,13:36:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
34,13:38:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
35,13:40:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
36,13:42:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
37,13:44:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
38,13:46:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
39,13:48:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
40,13:50:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
41,13:52:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
42,13:54:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
43,13:56:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
44,13:58:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
45,14:00:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
46,14:02:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
47,14:04:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
48,14:06:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
49,14:08:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
50,14:10:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
51,14:12:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
52,14:14:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
53,14:16:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
54,14:18:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
55,14:20:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
56,14:22:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
57,14:24:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
58,14:26:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
59,14:28:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
60,14:30:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
61,14:32:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
62,14:34:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
63,14:36:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
64,14:38:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
65,14:40:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
66,14:42:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
67,14:44:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
68,14:46:38,18/06/2018,257,248,0,0,0,0,0,0,0,0,
69,14:48:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
70,14:50:38,18/06/2018,257,249,0,0,0,0,0,0,0,0,
71,14:52:38,18/06/2018,257,248,0,0,0,0,0,0,0,0,
72,14:54:38,18/06/2018,257,248,0,0,0,0,0,0,0,0,
73,14:56:38,18/06/2018,257,249,0,0,0,0,0,0,0,0,
74,14:58:38,18/06/2018,257,249,0,0,0,0,0,0,0,0,
75,15:00:38,18/06/2018,257,249,0,0,0,0,0,0,0,0,
76,15:02:38,18/06/2018,256,249,0,0,0,0,0,0,0,0,
77,15:04:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
78,15:06:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
79,15:08:38,18/06/2018,256,249,0,0,0,0,0,0,0,0,
80,15:10:38,18/06/2018,257,249,0,0,0,0,0,0,0,0,
81,15:12:38,18/06/2018,257,249,0,0,0,0,0,0,0,0,
82,15:14:38,18/06/2018,257,249,0,0,0,0,0,0,0,0,
83,15:16:38,18/06/2018,257,248,0,0,0,0,0,0,0,0,
84,15:18:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
85,15:20:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
86,15:22:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
87,15:24:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
88,15:26:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
89,15:28:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
90,15:30:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
91,15:32:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
92,15:34:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
93,15:36:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
94,15:38:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
95,15:40:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
96,15:42:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
97,15:44:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
98,15:46:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
99,15:48:39,18/06/2018,256,248,0,0,0,0,0,0,0,0,
100,15:50:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
101,15:52:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
102,15:54:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
103,15:56:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
104,15:58:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
105,16:00:39,18/06/2018,256,248,0,0,0,0,0,0,0,0,
106,16:02:39,18/06/2018,256,248,0,0,0,0,0,0,0,0,
107,16:04:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
108,16:06:39,18/06/2018,256,248,0,0,0,0,0,0,0,0,
109,16:08:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
110,16:10:39,18/06/2018,256,248,0,0,0,0,0,0,0,0,
111,16:12:39,18/06/2018,256,248,0,0,0,0,0,0,0,0,
112,16:14:39,18/06/2018,256,248,0,0,0,0,0,0,0,0,
113,16:16:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
114,16:18:39,18/06/2018,256,248,0,0,0,0,0,0,0,0,
115,16:20:39,18/06/2018,256,248,0,0,0,0,0,0,0,0,
116,16:22:39,18/06/2018,256,248,0,0,0,0,0,0,0,0,
117,16:24:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
118,16:26:38,18/06/2018,256,248,0,0,0,0,0,0,0,0,
119,16:28:39,18/06/2018,256,248,0,0,0,0,0,0,0,0,
120,16:30:39,18/06/2018,256,248,0,0,0,0,0,0,0,0,
121,16:32:39,18/06/2018,256,248,0,0,0,0,0,0,0,0,
122,16:34:39,18/06/2018,256,248,0,0,0,0,0,0,0,0,
123,16:36:39,18/06/2018,256,248,0,0,0,0,0,0,0,0,
124,16:38:39,18/06/2018,256,248,0,0,0,0,0,0,0,0,
125,16:40:39,18/06/2018,256,248,0,0,0,0,0,0,0,0,
126,16:42:39,18/06/2018,256,248,0,0,0,0,0,0,0,0,
127,16:44:39,18/06/2018,255,248,0,0,0,0,0,0,0,0,
128,16:46:39,18/06/2018,256,248,0,0,0,0,0,0,0,0,
129,16:48:39,18/06/2018,256,248,0,0,0,0,0,0,0,0,
130,16:50:39,18/06/2018,255,248,0,0,0,0,0,0,0,0,
131,16:52:39,18/06/2018,256,248,0,0,0,0,0,0,0,0,
132,16:54:39,18/06/2018,255,248,0,0,0,0,0,0,0,0,
133,16:56:39,18/06/2018,255,248,0,0,0,0,0,0,0,0,
134,16:58:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
135,17:00:39,18/06/2018,255,248,0,0,0,0,0,0,0,0,
136,17:02:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
137,17:04:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
138,17:06:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
139,17:08:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
140,17:10:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
141,17:12:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
142,17:14:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
143,17:16:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
144,17:18:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
145,17:20:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
146,17:22:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
147,17:24:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
148,17:26:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
149,17:28:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
150,17:30:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
151,17:32:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
152,17:34:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
153,17:36:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
154,17:38:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
155,17:40:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
156,17:42:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
157,17:44:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
158,17:46:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
159,17:48:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
160,17:50:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
161,17:52:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
162,17:54:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
163,17:56:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
164,17:58:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
165,18:00:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
166,18:02:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
167,18:04:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
168,18:06:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
169,18:08:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
170,18:10:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
171,18:12:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
172,18:14:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
173,18:16:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
174,18:18:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
175,18:20:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
176,18:22:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
177,18:24:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
178,18:26:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
179,18:28:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
180,18:30:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
181,18:32:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
182,18:34:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
183,18:36:40,18/06/2018,255,247,0,0,0,0,0,0,0,0,
184,18:38:40,18/06/2018,255,247,0,0,0,0,0,0,0,0,
185,18:40:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
186,18:42:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
187,18:44:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
188,18:46:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
189,18:48:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
190,18:50:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
191,18:52:40,18/06/2018,255,247,0,0,0,0,0,0,0,0,
192,18:54:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
193,18:56:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
194,18:58:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
195,19:00:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
196,19:02:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
197,19:04:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
198,19:06:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
199,19:08:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
200,19:10:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
201,19:12:40,18/06/2018,255,247,0,0,0,0,0,0,0,0,
202,19:14:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
203,19:16:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
204,19:18:40,18/06/2018,255,247,0,0,0,0,0,0,0,0,
205,19:20:40,18/06/2018,255,247,0,0,0,0,0,0,0,0,
206,19:22:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
207,19:24:39,18/06/2018,255,247,0,0,0,0,0,0,0,0,
208,19:26:39,18/06/2018,254,246,0,0,0,0,0,0,0,0,
209,19:28:40,18/06/2018,254,247,0,0,0,0,0,0,0,0,
210,19:30:39,18/06/2018,254,247,0,0,0,0,0,0,0,0,
211,19:32:39,18/06/2018,254,247,0,0,0,0,0,0,0,0,
212,19:34:40,18/06/2018,254,247,0,0,0,0,0,0,0,0,
213,19:36:40,18/06/2018,254,247,0,0,0,0,0,0,0,0,
214,19:38:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
215,19:40:39,18/06/2018,254,246,0,0,0,0,0,0,0,0,
216,19:42:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
217,19:44:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
218,19:46:39,18/06/2018,254,246,0,0,0,0,0,0,0,0,
219,19:48:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
220,19:50:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
221,19:52:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
222,19:54:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
223,19:56:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
224,19:58:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
225,20:00:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
226,20:02:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
227,20:04:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
228,20:06:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
229,20:08:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
230,20:10:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
231,20:12:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
232,20:14:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
233,20:16:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
234,20:18:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
235,20:20:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
236,20:22:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
237,20:24:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
238,20:26:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
239,20:28:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
240,20:30:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
241,20:32:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
242,20:34:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
243,20:36:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
244,20:38:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
245,20:40:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
246,20:42:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
247,20:44:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
248,20:46:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
249,20:48:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
250,20:50:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
251,20:52:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
252,20:54:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
253,20:56:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
254,20:58:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
255,21:00:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
256,21:02:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
257,21:04:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
258,21:06:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
259,21:08:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
260,21:10:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
261,21:12:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
262,21:14:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
263,21:16:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
264,21:18:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
265,21:20:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
266,21:22:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
267,21:24:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
268,21:26:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
269,21:28:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
270,21:30:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
271,21:32:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
272,21:34:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
273,21:36:40,18/06/2018,253,246,0,0,0,0,0,0,0,0,
274,21:38:40,18/06/2018,253,246,0,0,0,0,0,0,0,0,
275,21:40:40,18/06/2018,254,246,0,0,0,0,0,0,0,0,
276,21:42:40,18/06/2018,253,246,0,0,0,0,0,0,0,0,
277,21:44:40,18/06/2018,253,246,0,0,0,0,0,0,0,0,
278,21:46:40,18/06/2018,254,245,0,0,0,0,0,0,0,0,
279,21:48:40,18/06/2018,253,246,0,0,0,0,0,0,0,0,
280,21:50:40,18/06/2018,253,246,0,0,0,0,0,0,0,0,
281,21:52:40,18/06/2018,253,246,0,0,0,0,0,0,0,0,
282,21:54:40,18/06/2018,253,246,0,0,0,0,0,0,0,0,
283,21:56:40,18/06/2018,253,245,0,0,0,0,0,0,0,0,
284,21:58:40,18/06/2018,253,246,0,0,0,0,0,0,0,0,
285,22:00:40,18/06/2018,253,245,0,0,0,0,0,0,0,0,
286,22:02:40,18/06/2018,253,245,0,0,0,0,0,0,0,0,
287,22:04:40,18/06/2018,253,245,0,0,0,0,0,0,0,0,
288,22:06:40,18/06/2018,253,245,0,0,0,0,0,0,0,0,
289,22:08:40,18/06/2018,253,245,0,0,0,0,0,0,0,0,
290,22:10:41,18/06/2018,253,245,0,0,0,0,0,0,0,0,
291,22:12:40,18/06/2018,253,245,0,0,0,0,0,0,0,0,
292,22:14:40,18/06/2018,253,245,0,0,0,0,0,0,0,0,
293,22:16:40,18/06/2018,253,245,0,0,0,0,0,0,0,0,
294,22:18:41,18/06/2018,253,245,0,0,0,0,0,0,0,0,
295,22:20:41,18/06/2018,253,245,0,0,0,0,0,0,0,0,
296,22:22:41,18/06/2018,253,245,0,0,0,0,0,0,0,0,
297,22:24:40,18/06/2018,253,245,0,0,0,0,0,0,0,0,
298,22:26:40,18/06/2018,253,245,0,0,0,0,0,0,0,0,
299,22:28:41,18/06/2018,253,245,0,0,0,0,0,0,0,0,
300,22:30:41,18/06/2018,253,245,0,0,0,0,0,0,0,0,
301,22:32:40,18/06/2018,253,245,0,0,0,0,0,0,0,0,
302,22:34:41,18/06/2018,253,245,0,0,0,0,0,0,0,0,
303,22:36:41,18/06/2018,253,245,0,0,0,0,0,0,0,0,
304,22:38:41,18/06/2018,253,245,0,0,0,0,0,0,0,0,
305,22:40:41,18/06/2018,253,245,0,0,0,0,0,0,0,0,
306,22:42:40,18/06/2018,253,245,0,0,0,0,0,0,0,0,
307,22:44:41,18/06/2018,253,245,0,0,0,0,0,0,0,0,
308,22:46:41,18/06/2018,253,245,0,0,0,0,0,0,0,0,
309,22:48:41,18/06/2018,253,245,0,0,0,0,0,0,0,0,
310,22:50:41,18/06/2018,253,245,0,0,0,0,0,0,0,0,
311,22:52:41,18/06/2018,253,245,0,0,0,0,0,0,0,0,
312,22:54:41,18/06/2018,253,245,0,0,0,0,0,0,0,0,
313,22:56:41,18/06/2018,253,245,0,0,0,0,0,0,0,0,
314,22:58:41,18/06/2018,252,245,0,0,0,0,0,0,0,0,
315,23:00:41,18/06/2018,252,245,0,0,0,0,0,0,0,0,
316,23:02:41,18/06/2018,252,245,0,0,0,0,0,0,0,0,
317,23:04:41,18/06/2018,252,245,0,0,0,0,0,0,0,0,
318,23:06:41,18/06/2018,252,245,0,0,0,0,0,0,0,0,
319,23:08:41,18/06/2018,252,245,0,0,0,0,0,0,0,0,
320,23:10:41,18/06/2018,252,245,0,0,0,0,0,0,0,0,
321,23:12:41,18/06/2018,252,245,0,0,0,0,0,0,0,0,
322,23:14:41,18/06/2018,252,244,0,0,0,0,0,0,0,0,
323,23:16:41,18/06/2018,252,245,0,0,0,0,0,0,0,0,
324,23:18:41,18/06/2018,252,244,0,0,0,0,0,0,0,0,
325,23:20:41,18/06/2018,252,244,0,0,0,0,0,0,0,0,
326,23:22:41,18/06/2018,252,244,0,0,0,0,0,0,0,0,
327,23:24:41,18/06/2018,252,244,0,0,0,0,0,0,0,0,
328,23:26:41,18/06/2018,252,244,0,0,0,0,0,0,0,0,
329,23:28:41,18/06/2018,252,244,0,0,0,0,0,0,0,0,
330,23:30:41,18/06/2018,252,244,0,0,0,0,0,0,0,0,
331,23:32:41,18/06/2018,252,244,0,0,0,0,0,0,0,0,
332,23:34:41,18/06/2018,252,244,0,0,0,0,0,0,0,0,
333,23:36:41,18/06/2018,252,244,0,0,0,0,0,0,0,0,
334,23:38:41,18/06/2018,252,244,0,0,0,0,0,0,0,0,
335,23:40:41,18/06/2018,252,244,0,0,0,0,0,0,0,0,
336,23:42:41,18/06/2018,252,244,0,0,0,0,0,0,0,0,
337,23:44:41,18/06/2018,252,244,0,0,0,0,0,0,0,0,
338,23:46:41,18/06/2018,252,244,0,0,0,0,0,0,0,0,
339,23:48:41,18/06/2018,252,244,0,0,0,0,0,0,0,0,
340,23:50:41,18/06/2018,252,244,0,0,0,0,0,0,0,0,
341,23:52:41,18/06/2018,252,244,0,0,0,0,0,0,0,0,
342,23:54:41,18/06/2018,252,244,0,0,0,0,0,0,0,0,
343,23:56:41,18/06/2018,252,244,0,0,0,0,0,0,0,0,
344,23:58:41,18/06/2018,252,244,0,0,0,0,0,0,0,0,
